hsg_owner	hsg_adm	hsg_sigil	hsg_kurzbenennung	hsg_bibliothek	hsg_geloescht	hsg_id
Y9083	HBZ60	Kv 1	Kevelaer: B Oratorium	K	Oratorium Kevelariense, Bibliothek, Kevelaer	NULL	4228
Y9084	HBZ60	Mg 2	MG: B Wiss.u.Weisheit	Bibliothek Wissenschaft und Weisheit, Mönchengladbach	NULL	4229
Y9085	HBZ60	Ml 1	Mü	nstereifel:St.Michael	St. Michael-Gymnasium, Lehrerbücherei, Bad Münstereifel	NULL	4230
Y9086	HBZ60	Mtl 1	Metelen: PfarrB	Pfarrbibliothek St. Cornelius und Cyprianus, Metelen	NULL	4231
Y9087	HBZ60	Mü 27	MS: B Westf.Landesmus,	Bibliothek des Westfälischen Landesmuseums für Kunst und Kulturgeschichte, Bibliothek Sammlung Levin Schücking, Münster	NULL	4232
Y9088	HBZ60	Mü 73	MS: DiözesanB	Diözesanbibliothek Münster	NULL	4233
Y9089	HBZ60	Net 1	Nettetal: B Birgittenkl	Bibliothek des ehemaligen Birgittenklosters Kaldenkirchen, Nettetal	NULL	4234
Y9090	HBZ60	Ob 1	OB: MAN GHH Borsig	MAN Turbomaschinen AG, GHH Borsig (Gutehoffnungshütte)	: Normen, Technische Bibliothek, Abteilung MKI/N	NULL	4235
Y9091	HBZ60	Rn 1	BN: BA Bauwesen R'ordn.	Bundesamt für Bauwesen und Raumordnung (BBR), Bibliothek,	Bonn	NULL	4236
Y9092	HBZ60	Se 1	Senden-Bö	sens:B Nünning	Bibliothek Nünning, Senden-Bösensell	NULL	4237
Y9093	HBZ60	Vln 1	Balve:B Landsberg-Velen	Bibliothek Landsberg-Velen, Schloß Wocklum, Balve/Westf.	NULL	4238
Y9094	HBZ60	Vlo 1	Vlotho:Ges.europ.Studw.	Gesamteuropäisches Studienwerk Vlotho, Bibliothek (geschlossen)	NULL	4239
Y9095	HBZ60	Wit 1	Witten: B Orts-/Heimatk	Bibliothek des Vereins für Orts- und Heimatkunde in der Grafschaft Mark, Witten	NULL	4240
Y9096	HBZ60	Wrf 1	Warendorf: PfarrB Milte	Pfarr-Bibliothek St. Johannes Milte, Warendorf	NULL	4241
Y9097	HBZ60	Wrl 1	Werl-Wedinghsn: PfarrB	Pfarr-Bibliothek der Propstei St. Walburga + Slg. Heese, Werl-Wedinghausen	NULL	4242
Y9098	HBZ60	X 1	Xanten: StiftsB St.Viktor	Katholische Propsteigemeinde St. Viktor, Stiftsbibliothek, Xanten	NULL	4243
Y9099	HBZ60	Dü 69	D: MinB MSWWF	Ministerium für Schule und Weiterbildung, Wissenschaft und Forschung des Landes Nordrhein-Westfalen, Bibliothek, Düsseldorf	NULL	4244
Y9101	HBZ60	290 E	DO: B Eisenbahngesch.,	Bibliothek für Eisenbahngeschichte in der Universitätsbibliothek Dortmund (s. auch 290/DGE)	NULL	4245
Y9102	HBZ60	Mü 78	MS: B der Kapuziner	Bibliothek der Kapuziner (Kapuzinerkloster), Münster	NULL	4246
Y9103	HBZ60	248 Lü	nen: StBü	Stadtbücherei Lünen	NULL	4247
Y9104	HBZ60	00	: Ohne Bestand	Nur bibliographischer Nachweis, kein Bestand	NULL	4248
Y9105	HBZ60	Kow 1	Kö	nigswinter: B Siebeng	Siebengebirgsmuseum, Bibliothek, Königswinter	NULL	4249
Y9106	HBZ60	Bri 2	Brilon: PropsteiB	Propstei St. Petrus und Andreas, Brilon, Propsteibibliothek	NULL	4250
Z9002	HBZ60	Bo 116	St.Augustin	Fraunhofer-Gesellschaft, Birlinghovener Informationsdienst, BID, Bibliothek.	2012-03-19 00	:00	:00	4251
Z9003	HBZ60	Dm 11	DO: B Inst.f.Zeitungsf.	Institut für Zeitungsforschung der Stadt Dortmund, Bibliothek, Dortmund	NULL	4252
Z9005	HBZ60	Kn 133	K: B IHK	Industrie- und Handelskammer zu Köln, Wirtschaftsbibliothek	NULL	4253
Z9007	HBZ60	131	BI: StB	Stadtbibliothek Bielefeld	NULL	4254
Z9014	HBZ60	217	NE: StB	Stadtbibliothek Neuss	NULL	4255
Z9020	HBZ60	242	BOT: StBü	Stadtbücherei Bottrop	NULL	4256
Z9021	HBZ60	243	RS: StBü	Stadtbücherei Remscheid	NULL	4257
Z9022	HBZ60	260	MG: StB	Stadtbibliothek Mönchengladbach	NULL	4258
Z9024	HBZ60	364	HER: Martin-Opitz-B	Martin-Opitz-Bibliothek, Herne	NULL	4259
Z9027	HBZ60	405	Ahlen: StBü	Stadtbücherei Ahlen	NULL	4260
Z9029	HBZ60	52	AC: ÖB	Öffentliche Bibliothek Aachen	NULL	4261
Z9030	HBZ60	60	DO: StLB	Stadt- und Landesbibliothek Dortmund	NULL	4262
Z9031	HBZ60	62	W: StB	Stadtbibliothek Wuppertal	NULL	4263
Z9033	HBZ60	761	Bad-Oeynhausen: StBü	Stadtbücherei Bad Oeynhausen	NULL	4264
Z9034	HBZ60	Kow 2	SU: H. Schlesien B	Haus Schlesien, Bibliothek, Königswinter	NULL	4265
Z9035	HBZ60	Sol 1	SG: Stadtarchiv	Stadtarchiv Solingen, Bibliothek	NULL	4266
Z9040	HBZ60	575/2	DO	Bibliothek der Hochschule für Musik Detmold, Abteilung Dortmund	2003-12-08 00	:00	:00	4267
Z9041	HBZ60	575/3	MS	Bibliothek der Hochschule für Musik Detmold, Abteilung Münster	2003-12-08 00	:00	:00	4268
Z9047	HBZ60	Rag 1	ME: Haus Oberschlesien	Stiftung Haus Oberschlesien, Ratingen	NULL	4269
Z9049	HBZ60	E 10	Essen: Mus. Folkwang Bib.	Museum Folkwang, Museumsbibliothek, Essen	NULL	4270
Z9050	HBZ60	927 DÜ	W: StBü	Stadtbücherei Bad Dürkheim	NULL	4271
Z9051	HBZ60	Kn 192	K: CSG	Centrum Schwule Geschichte	NULL	4272
Z9052	HBZ60	Bi 12	BI: Kunsthalle	Kunsthalle Bielefeld	NULL	4273
Z9054	HBZ60	918	St.Aug.: K.-Adenauer-St.	Konrad?Adenauer?Stiftung in St. Augustin	NULL	4274
Z9057	HBZ60	2192	K: Mus. Schnütgen Bibl.	Museum Schnütgen, Bibliothek, Köln	NULL	4275
Z9058	HBZ60	Kn 39	K: Stadtmuseum	Kölnisches Stadtmuseum, Bibliothek	NULL	4276
R5005	DWTIT	B 23	: OF: DWD	Deutsche Meteorologische Bibliothek (DWD), Offenbach	NULL	4277
X6001	KAD50	Dü 18	D: Kunstakad.	Bibliothek der Kunstakademie Düsseldorf	NULL	4278
Z9039	KHLOK	1032	K: Kath. Hochschule NRW	Katholische Hochschule Nordrhein-Westfalen, Bibliothekszentrale und Abteilungsbibliotheken	NULL	4279
R3001	KLU50	386	KL: UB Kaiserslautern	Universitätsbibliothek Kaiserslautern	NULL	4280
R3002	KLU50	386/02	KL:  BB ARUBI	Bereichsbibliothek  Architektur/Raum- und Umweltplanung/Bauingenieurwesen	NULL	4281
R3012	KLU50	386/12	KL:  BB EIT	Bereichsbibliothek  Elektro- und Informationstechnik	NULL	4282
R3014	KLU50	386/14	KL:  BB BIO	Bereichsbibliothek Biologie	NULL	4283
R3032	KLU50	386/32	KL:   ZB	Zentralbibliothek	NULL	4284
R3036	KLU50	386/36	KL:   BB INF	Bereichsbibliothek Informatik	NULL	4285
R3042	KLU50	386/42	KL:   BB MAS/WIR	Bereichsbibliothek  Maschinenbau und Verfahrenstechnik/Wirtschaftsingenieurwesen	NULL	4286
R3047	KLU50	386/47	KL:  ZV Verwaltung	Zentrale Verwaltung	NULL	4287
R3048	KLU50	386/48	KL:   BB MAT/PHY	Bereichsbibliothek Mathematik/Physik	NULL	4288
R3054	KLU50	386/54	KL:   BB CHE	Bereichsbibliothek Chemie	NULL	4289
R3060	KLU50	386/60	KL:   MPA	Materialprüfamt	NULL	4290
K6001	KMB50	Kn 3	K: Kunst- u. Museumsbibl.	Kunst- und Museumsbibliothek der Stadt Köln	NULL	4291
RL001	KOL50	Kob 7	KO: UB	Universitätsbibliothek Koblenz der Universität Koblenz-Landau	NULL	4292
RL002	KOL50	Lan 1	LD: UB	Universitätsbibliothek Landau der Universität Koblenz-Landau	NULL	4293
RL003	KOL50	Lan 1/I	LD: UB/Information	Universitätsbibliothek Landau der Universität Koblenz-Landau/Information	NULL	4294
R5001	LUTIT	1116	LU: HWG Ludwigshafen	Hochschule für Wirtschaft und Gesellschaft Ludwigshafen, Bibliothek	NULL	4295
R5002	LDLOK	1116/DLR	NW: DLR	Dienstleistungszentrum ländlicher Raum	NULL	4296
Z9037	MHD50	575	DT: B Musik HS	Hochschule für Musik Detmold, Bibliothek	NULL	4297
Z9042	MHD50	575/1	DT/PB: B Musikwiss. Seminar	Bibliothek des Musikwissenschaftlichen Seminars Detmold/Paderborn	NULL	4298
Z9036	MHE50	1156	E: Folkwang Uni	Folkwang Universität der Künste Essen, Bibliothek	NULL	4299
Z9053	MHE50	1156/1	E: Folkwang/Außenst.	Folkwang Universität, Außenstelle (	ehemals: Musikwissenschaftliches Institut der Universität Bochum)	NULL	4300
Z9055	MHE50	1156a	BO: Folkwang Theaterz.	Folkwang Theaterzentrum	NULL	4301
Z9056	MHE50	1156b	DU: Folkwang Uni Künste	Folkwang Universität der Künste, Standort Duisburg	NULL	4302
Z9038	MHK50	Kn 38	K: B Musik HS	Hochschule für Musik und Tanz Köln, Bibliothek	NULL	4303
Z9043	MHK50	Kn 38/LS	K: Lesesaal	Hochschule für Musik und Tanz Köln, Lesesaal	NULL	4304
Z9044	MHK50	Kn 38/PB	K: Präsenzbibliothek	Hochschule für Musik und Tanz Köln, Präsenzbibliothek	NULL	4305
Z9045	MHK50	Kn 38/W	W: B Musik HS	Hochschule für Musik und Tanz Köln, Abteilung Wuppertal, Bibliothek	NULL	4306
Z9046	MHK50	Kn 38/AC	AC: B Musik HS	Hochschule für Musik und Tanz Köln, Abteilung Aachen, Bibliothek	NULL	4307
Z9048	MHK50	Kn 38/T	K: Tanzabteilung	Hochschule für Musik und Tanz Köln, Tanzabteilung	NULL	4308
P0001	PAD50	466	PB: UB	Universitätsbibliothek Paderborn	NULL	4309
P0003	PAD50	466/03	PB: Zweigbibliothek Informatik	 Zweigbibliothek Informatik	NULL	4310
P0002	PAD51	110	HX: Fürstl. B Corvey	Fürstliche Bibliothek Corvey	NULL	4311
T0006	PTR50	Tr 2	TR: B Priesterseminar	Priesterseminar, Bibliothek, Trier	NULL	4312
TL006	PTR50	Tr 2/LS	TR: Lesesaal-Ausleihe	Priesterseminar, Bibliothek,	Trier: Lesesaal-Ausleihe	NULL	4313
X5010	RSH50	1972	D: Robert-Schumann HS	Robert-Schumann-Hochschule Düsseldorf	NULL	4314
S0001	SIE50	467	SI: UB	Universitätsbibliothek Siegen	NULL	4315
I5001	SWF50	Hag 4	HA: Hagen FHB Südwestf.	Hochschulbibliothek der Fachhochschule Südwestfalen,  Hagen	NULL	4316
I5002	SWF50	Hag 4/02	IS: Iserlohn Südwestf.	Fachhochschule Südwestfalen, Fachbibliothek Iserlohn	NULL	4317
I5003	SWF50	Hag 4/03	ME: Meschede Südwestf.	Fachhochschule Südwestfalen, Fachbibliothek Meschede	NULL	4318
I5004	SWF50	Hag 4/04	SO: Soest FH Südwestf.	Fachhochschule Südwestfalen, Fachbibliothek Soest	NULL	4319
I500E	SWF50	Hag 4/	E: Hagen FH Südwestf.	: ER	Hagen FH Südwestf.	: Elektronische Ressourcen	NULL	4320
T0011	TRI50	385	TR: UB	Universitätsbibliothek Trier	NULL	4321
TA011	TRI50	385/AN	TR: Andere	Universitätsbibliothek	Trier: Andere Bestände	NULL	4322
TE011	TRI50	385/EX	TR: Extern	Universitätsbibliothek	Trier: Externe Bestände	NULL	4323
TI011	TRI50	385/823	TR: IRDT	Institut für Recht und Digitalisierung Trier	NULL	4324
TL011	TRI50	385/LS	: Lesesaal-Ausleihe	Universitätsbibliothek	Trier: Lesesaal-Ausleihe	NULL	4325
R5004	WBTIT	1117	WO: HSB	Hochschulbibliothek Worms	NULL	4326
W0001	WUP50	468	Wuppertal: UB	Universitätsbibliothek Wuppertal	NULL	4327
KP001	ZBS50	Kn 41	K: DSHS-ZB	Zentralbibliothek der Sportwissenschaften der Deutschen Sporthochschule Köln	NULL	4328
KP002	ZBS50	Kn 41/11	K: DSHS-Leicht./Turn.	Institut für Individualsport, Abt. Leichtathletik und Turnen der Deutschen Sporthochschule Köln	NULL	4329
KP003	ZBS50	Kn 41/14	K:DSHS-Morph./Tumorf.	Institut für Morphologie und Tumorforschung der Deutschen Sporthochschule Köln	NULL	4330
KP004	ZBS50	Kn 41/15	K: DSHS-Bew.-Kultur	Betriebseinheit Bewegungskultur und -gestaltung der Deutschen Sporthochschule Köln	NULL	4331
KP005	ZBS50	Kn 41/16	K: DSHS-Pädagogik	Pädagogisches Seminar der Deutschen Sporthochschule Köln	NULL	4332
KP006	ZBS50	Kn 41/17	K: DSHS-Philosophie	Philosophisches Seminar der Deutschen Sporthochschule Köln	NULL	4333
KP007	ZBS50	Kn 41/18	K: DSHS-Physio/Anatomie	Institut für Physiologie und Anatomie	NULL	4334
KP008	ZBS50	Kn 41/19	K: DSHS-Psychologie	Psychologisches Institut der Deutschen Sporthochschule Köln	NULL	4335
KP009	ZBS50	Kn 41/2	K: DSHS-Ski-/Bergsp.	Inst. f. Natursport u. Ökologie d. DSHS Köln, Abt. Ski- u. Bergsport	NULL	4336
KP010	ZBS50	Kn 41/20	K: DSHS-Reha/Behind.	Institut für Rehabilitation und Behindertensport der Deutschen Sporthochschule Köln	NULL	4337
KP011	ZBS50	Kn 41/22	K: DSHS-Schwimmsport	Inst. f. Individualsport d. DSHS Köln, Abt. Schwimmsport	NULL	4338
KP012	ZBS50	Kn 41/25	K: DSHS-Sportspiele	Inst. f. Sportspiele d. DSHS Köln	NULL	4339
KP013	ZBS50	Kn 41/26	K: DSHS-Wasserfahrsp.	Inst. f. Natursport u. Ökologie d. DSHS Köln, Abt. Wasserfahrsport	NULL	4340
KP014	ZBS50	Kn 41/27	K: DSHS-Sportdidaktik	Inst. f. Sportdidaktik d. DSHS Köln	NULL	4341
KP015	ZBS50	Kn 41/29	K: DSHS-Train/Beweg.L.	Inst. f. Trainings- u. Bewegungslehre d. DSHS Köln	NULL	4342
KP016	ZBS50	Kn 41/3	K: DSHS-Biomech/Ortho	Inst. f. Biomechanik und Orthopädie d. DSHS Köln	NULL	4343
KP017	ZBS50	Kn 41/38	K: DSHS-Soziologie	Inst. f. Sportsoziologie d. DSHS Köln, Abt. Soziologie	NULL	4344
KP018	ZBS50	Kn 41/39	K: DSHS-Biochemie	Inst. f. Biochemie d. DSHS Köln	NULL	4345
KP019	ZBS50	Kn 41/41	K: DSHS-Sportpubl.	Inst. f. Sportpublizistik d. DSHS Köln	NULL	4346
KP020	ZBS50	Kn 41/42	K: DSHS-Freizeitwiss.	Inst. f. Freizeitwiss. d. DSHS Köln, Bereich Freizeitwiss.	NULL	4347
KP021	ZBS50	Kn 41/43	K: DSHS-Sp.Ökon/Manag.	Inst. f. Sportökonomie und Sportmanagement d. DSHS Köln	NULL	4348
KP022	ZBS50	Kn 41/44	K: DSHS-Diem-Archiv	Carl u. Liselott-Diem-Archiv d. DSHS Köln	NULL	4349
KP023	ZBS50	Kn 41/45	K: DSHS-SpOrth./Trauma	Inst. f. Sportorthopädie - Sporttraumatologie d. DSHS Köln	NULL	4350
KP024	ZBS50	Kn 41/46	K: DSHS-Ökologie	Inst. f. Natursport u. Ökologie d. DSHS Köln, Abt. Ökologie	NULL	4351
KP025	ZBS50	Kn 41/6	K: DSHS-Sp.Geschichte	Inst. f. Sportgeschichte d. DSHS Köln	NULL	4352
KP026	ZBS50	Kn 41/8	K: DSHS-Rad-/Reitsp.	Inst. f. Natursport u. Ökologie d. DSHS Köln, Abt. Rad- u. Reitsport	NULL	4353
KP027	ZBS50	Kn 41/9	K: DSHS-Kreisl./Sp.Med	Inst. f. Kreislaufforschung u. Sportmedizin d. DSHS Köln	NULL	4354
KP028	ZBS50	Kn 41/97	K: DSHS-Musik-/Tanzpäd.	Professur f. Musik- u. Tanzpädagogik d. DSHS Köln	NULL	4355
KP029	ZBS50	Kn 41/98	K: DSHS-Geschlechterfg	Inst. f. Sportsoziologie d. DSHS Köln, Abt. Geschlechterforschung	NULL	4356
KP030	ZBS50	Kn 41/99	K: DSHS-Europ.Sp.Stud	Inst. f. Freizeitwiss. d. DSHS Köln, Bereich Europäische Sport- u. Freizeitstudien	NULL	4357
KP031	ZBS50	Kn 41/LS1	K: Lesesaal 1	Lesesaal 1  der DSHS Köln	NULL	4358
KP032	ZBS50	Kn 41/LS2	K: Lesesaal 2	Lesesaal 2  der DSHS Köln	NULL	4359
KP033	ZBS50	Kn 41/47	K: DSHS-SpAZ	Sportlehrerausbildungszentrum d. DSHS Köln	NULL	4360
KP034	ZBS50	Kn 41/48	K: Sportambulanz	Deutsche Sporthochschule / Unfall- und Sporttraumatologische Ambulanz	NULL	4361
KP035	ZBS50	Kn 41/49	K: Sportgerontologie	Deutsche Sporthochschule / Institut für Bewegungs- und Sportgerontologie	NULL	4362
KP036	ZBS50	Kn41/50	K: SportHSInstVermittl	Deutsche Sporthochschule / Institut für Vermittlungskompetenz in den Sportarten	NULL	4363
KP037	ZBS50	Kn41/51	K: Sportrecht	Deutsche Sporthochschule Köln, Institut für Sportrecht, Bibliothek	NULL	4364
Z9059	MHE50	1156c	E: Quartier Nord		Bibliothek: Zollverein Quartier Nord	NULL	4365
A3179	HBZ60	82/426	AC: Aachen UB EON	E.ON Energy Research Center, Bibliothek	NULL	4366
A2301	HBZ60	82/791	AC: LDZ	Labordiagnostisches Zentrum, Bibliothek	NULL	4371
K1192	HBZ60	38/440	K: ZADIK	Zentralarchiv für Deutsche und Internationale Kunstmarktforschung ZADIK	NULL	4372
M1226	HBZ60	6/339	MS: Bibl. CRS und ZIT	Gemeinsame Bibliothek des Centrums für Religionsbezogene Studien (CRS) und des Zentrums für Islamische Theologie (ZIT) 2	NULL	4374
BDA01	EDK50	2187	AC: Diözesanarchiv	Bischöfliches Diözesanarchiv Aachen	NULL	4375
A2302	HBZ60	82/792	AC: UB Exmed.	Institut für Experimentelle Innere Medizin und Systembiologie, Bibliothek	NULL	4376
