item	itemLabel,types,coordinates
http://www.wikidata.org/entity/Q1585170	Hardtbrücke,http://www.wikidata.org/entity/Q253019,Point(6.851208333 50.485638888)
http://www.wikidata.org/entity/Q1352068	Oberbreidenbach,http://www.wikidata.org/entity/Q253019,Point(7.34194 51.0317)
http://www.wikidata.org/entity/Q1618131	Hilbeck,http://www.wikidata.org/entity/Q253019,Point(7.86429 51.5781)
http://www.wikidata.org/entity/Q820247	Bergstadt,http://www.wikidata.org/entity/Q253019,Point(7.27665 51.1068)
http://www.wikidata.org/entity/Q130096	Bühne,http://www.wikidata.org/entity/Q253019,Point(9.30722 51.575)
http://www.wikidata.org/entity/Q1661376	Langenhaus,http://www.wikidata.org/entity/Q253019,Point(7.18837 51.2127)
http://www.wikidata.org/entity/Q1799302	Laach,http://www.wikidata.org/entity/Q253019,Point(6.56888 51.0823)
http://www.wikidata.org/entity/Q1571821	Halloh (Halver),http://www.wikidata.org/entity/Q253019,Point(7.54748 51.179)
http://www.wikidata.org/entity/Q759074	Aue,http://www.wikidata.org/entity/Q253019,Point(6.238 50.807)
http://www.wikidata.org/entity/Q47190461	Gerleve,http://www.wikidata.org/entity/Q253019,Point(7.246111111 51.943611111)
http://www.wikidata.org/entity/Q225120	Herzebrock-Clarholz,http://www.wikidata.org/entity/Q262166,Point(8.233333333 51.883333333)
http://www.wikidata.org/entity/Q1571960	Elsdorf,http://www.wikidata.org/entity/Q15632166,Point(7.08194 50.8722)
http://www.wikidata.org/entity/Q1612286	Peckelsheim,"http://www.wikidata.org/entity/Q253019, http://www.wikidata.org/entity/Q707813",Point(9.12778 51.5972)
http://www.wikidata.org/entity/Q15059944	Schümm,"http://www.wikidata.org/entity/Q486972, http://www.wikidata.org/entity/Q253019",Point(5.99944444 51.0175)
http://www.wikidata.org/entity/Q1347681	Epsendorf,http://www.wikidata.org/entity/Q253019,Point(6.59566 51.1613)
http://www.wikidata.org/entity/Q1652576	Hüttenermühle,http://www.wikidata.org/entity/Q253019,Point(7.50111 51.0539)
http://www.wikidata.org/entity/Q1821817	Leverkusen,http://www.wikidata.org/entity/Q253019,Point(7.26565 51.1726)
http://www.wikidata.org/entity/Q2596605	Wülpke,http://www.wikidata.org/entity/Q253019,Point(9.02139 52.2403)
http://www.wikidata.org/entity/Q12006325	Tiergarten (Altena),http://www.wikidata.org/entity/Q253019,
http://www.wikidata.org/entity/Q1250584	Benninghofen,http://www.wikidata.org/entity/Q253019,Point(7.50972 51.4764)
http://www.wikidata.org/entity/Q29921184	Klefberg,http://www.wikidata.org/entity/Q253019,
http://www.wikidata.org/entity/Q53901	Enger,"http://www.wikidata.org/entity/Q54935786, http://www.wikidata.org/entity/Q42744322",Point(8.566666666 52.133333333)
http://www.wikidata.org/entity/Q1651003	Hörste,http://www.wikidata.org/entity/Q253019,Point(8.3025 52.0472)
http://www.wikidata.org/entity/Q19687881	Altenhof,http://www.wikidata.org/entity/Q253019,Point(7.02933311 51.12608337)
http://www.wikidata.org/entity/Q1922073	Mersch (Jülich),"http://www.wikidata.org/entity/Q253019, http://www.wikidata.org/entity/Q486972",Point(6.37889 50.9608)
http://www.wikidata.org/entity/Q1183214	Deilinghofen,"http://www.wikidata.org/entity/Q262166, http://www.wikidata.org/entity/Q253019",Point(7.801111111 51.376666666)
http://www.wikidata.org/entity/Q1959339	Müssingen,http://www.wikidata.org/entity/Q253019,Point(7.89889 51.9639)
http://www.wikidata.org/entity/Q1169788	Lichtringhausen,http://www.wikidata.org/entity/Q253019,Point(7.8425 51.1503)
http://www.wikidata.org/entity/Q230328	Zur Mühlen (Haan),http://www.wikidata.org/entity/Q253019,Point(7.02104 51.221)
http://www.wikidata.org/entity/Q881595	Blankenheim-Wald,http://www.wikidata.org/entity/Q253019,Point(6.59444 50.4433)
http://www.wikidata.org/entity/Q1300851	Ehringhausen,http://www.wikidata.org/entity/Q253019,Point(7.17333 51.1592)
http://www.wikidata.org/entity/Q1613058	Oberwette,http://www.wikidata.org/entity/Q253019,Point(7.52111 51.0758)
http://www.wikidata.org/entity/Q1019959	Börnig,http://www.wikidata.org/entity/Q253019,Point(7.263846 51.551375)
http://www.wikidata.org/entity/Q2015115	Oeneking,http://www.wikidata.org/entity/Q253019,Point(7.60888889 51.2125)
http://www.wikidata.org/entity/Q1509133	Georghausen,http://www.wikidata.org/entity/Q253019,Point(7.26917 50.9939)
http://www.wikidata.org/entity/Q2109576	Priesterath,http://www.wikidata.org/entity/Q253019,Point(6.5033 51.1082)
http://www.wikidata.org/entity/Q1625216	Holtheim,http://www.wikidata.org/entity/Q253019,Point(8.909722222 51.585833333)
http://www.wikidata.org/entity/Q2256779	Schwelle,http://www.wikidata.org/entity/Q253019,Point(8.52361 51.7064)
http://www.wikidata.org/entity/Q26271476	Fahn,http://www.wikidata.org/entity/Q253019,
http://www.wikidata.org/entity/Q56006328	Esserden,http://www.wikidata.org/entity/Q253019,Point(6.378138888 51.769083333)
http://www.wikidata.org/entity/Q1824210	Lieme,http://www.wikidata.org/entity/Q253019,Point(8.827936111 52.025269444)
http://www.wikidata.org/entity/Q114961	Qualburg,http://www.wikidata.org/entity/Q253019,Point(6.178333333 51.7775)
http://www.wikidata.org/entity/Q20826977	Uentrop,http://www.wikidata.org/entity/Q253019,Point(7.94638889 51.6925)
http://www.wikidata.org/entity/Q1495366	Lützel,http://www.wikidata.org/entity/Q253019,Point(8.17444 50.9683)
http://www.wikidata.org/entity/Q2010569	Oberntudorf,http://www.wikidata.org/entity/Q253019,Point(8.66528 51.6414)
http://www.wikidata.org/entity/Q393166	Agger,http://www.wikidata.org/entity/Q253019,Point(7.26302 50.911)
http://www.wikidata.org/entity/Q182753	Hüllhorst,http://www.wikidata.org/entity/Q262166,Point(8.66667 52.28333)
http://www.wikidata.org/entity/Q1295023	Meggen,http://www.wikidata.org/entity/Q253019,Point(8.06778 51.1239)
http://www.wikidata.org/entity/Q1250600	Deusen,http://www.wikidata.org/entity/Q253019,Point(7.42806 51.5467)
http://www.wikidata.org/entity/Q2834	Wadersloh,http://www.wikidata.org/entity/Q262166,Point(8.2329 51.7517)
http://www.wikidata.org/entity/Q1384029	Klingelholl,http://www.wikidata.org/entity/Q253019,Point(7.2011 51.283)
http://www.wikidata.org/entity/Q1366985	Eschenbach,http://www.wikidata.org/entity/Q253019,Point(8.125 50.9289)
http://www.wikidata.org/entity/Q2564581	Westen,http://www.wikidata.org/entity/Q253019,Point(7.17528 51.2097)
http://www.wikidata.org/entity/Q1307081	Einern,http://www.wikidata.org/entity/Q253019,Point(7.21306 51.3025)
http://www.wikidata.org/entity/Q1464462	Frielinghausen,http://www.wikidata.org/entity/Q253019,Point(7.28917 51.2128)
http://www.wikidata.org/entity/Q806421	Banfe,http://www.wikidata.org/entity/Q253019,Point(8.351666666 50.914166666)
http://www.wikidata.org/entity/Q1355466	Erlen,http://www.wikidata.org/entity/Q253019,Point(7.37333 51.0969)
http://www.wikidata.org/entity/Q17353838	Meisheide,http://www.wikidata.org/entity/Q253019,Point(7.18755 50.962516)
http://www.wikidata.org/entity/Q1310921	Eisborn,http://www.wikidata.org/entity/Q253019,Point(7.8825 51.3864)
http://www.wikidata.org/entity/Q1355364	Erle,http://www.wikidata.org/entity/Q253019,Point(6.86556 51.7461)
http://www.wikidata.org/entity/Q437486	Altenrath,http://www.wikidata.org/entity/Q253019,Point(7.39167 51.0128)
http://www.wikidata.org/entity/Q829759	Besenbroich,http://www.wikidata.org/entity/Q253019,Point(7.23966 50.8611)
http://www.wikidata.org/entity/Q1321328	Eitorf,http://www.wikidata.org/entity/Q253019,Point(7.452 50.7697)
http://www.wikidata.org/entity/Q1711069	Wiederschall,http://www.wikidata.org/entity/Q253019,Point(7.32333 50.7308)
http://www.wikidata.org/entity/Q15117388	Kluse (Lüdenscheid),http://www.wikidata.org/entity/Q253019,Point(7.639425 51.220204)
http://www.wikidata.org/entity/Q15120665	Monschau,http://www.wikidata.org/entity/Q253019,Point(7.18877778 51.23111111)
http://www.wikidata.org/entity/Q1447415	Freihäuschen,http://www.wikidata.org/entity/Q253019,Point(7.45583 51.1008)
http://www.wikidata.org/entity/Q15115050	Hohenbusch,http://www.wikidata.org/entity/Q253019,Point(6.02194444 50.95527778)
http://www.wikidata.org/entity/Q1254173	Drabenderhöhe,http://www.wikidata.org/entity/Q253019,Point(7.45583 50.9433)
http://www.wikidata.org/entity/Q4171	Willich,"http://www.wikidata.org/entity/Q262166, http://www.wikidata.org/entity/Q54935786, http://www.wikidata.org/entity/Q42744322",Point(6.549166666 51.263055555)
http://www.wikidata.org/entity/Q2534683	Vorweiden,http://www.wikidata.org/entity/Q253019,Point(6.168 50.831)
http://www.wikidata.org/entity/Q6673909	Alt-Wetter,"http://www.wikidata.org/entity/Q253019, http://www.wikidata.org/entity/Q1499928",Point(7.38683 51.381)
http://www.wikidata.org/entity/Q27657313	Berg,http://www.wikidata.org/entity/Q253019,
http://www.wikidata.org/entity/Q15126199	Albringhausen,http://www.wikidata.org/entity/Q253019,Point(7.831618 51.108103)
http://www.wikidata.org/entity/Q1921610	Merfeld,http://www.wikidata.org/entity/Q253019,Point(7.20333 51.8492)
http://www.wikidata.org/entity/Q1501157	Schöller-Dornap,http://www.wikidata.org/entity/Q253019,Point(7.05333 51.2497)
http://www.wikidata.org/entity/Q1536649	Hof Siele,http://www.wikidata.org/entity/Q253019,Point(7.87278 51.0436)
http://www.wikidata.org/entity/Q42297038	Bremge/Biggesee,http://www.wikidata.org/entity/Q253019,
http://www.wikidata.org/entity/Q2530128	Vogelshaus,http://www.wikidata.org/entity/Q253019,Point(7.38889 51.2156)
http://www.wikidata.org/entity/Q1525765	Teufelswiese,http://www.wikidata.org/entity/Q253019,Point(7.43666667 51.10333333)
http://www.wikidata.org/entity/Q11050	Morsbach,"http://www.wikidata.org/entity/Q13220204, http://www.wikidata.org/entity/Q262166",Point(7.716666666 50.866666666)
http://www.wikidata.org/entity/Q1514770	Kepplerburg,http://www.wikidata.org/entity/Q253019,Point(7.29444 50.975)
http://www.wikidata.org/entity/Q15807934	Elve,http://www.wikidata.org/entity/Q253019,Point(8.06842 52.05875)
http://www.wikidata.org/entity/Q29878896	Busch,http://www.wikidata.org/entity/Q253019,Point(7.247832 51.058198)
http://www.wikidata.org/entity/Q1644102	Hölterfeld,http://www.wikidata.org/entity/Q253019,Point(7.15417 51.1894)
http://www.wikidata.org/entity/Q15616606	Straßen,http://www.wikidata.org/entity/Q253019,Point(7.2901 50.83896)
http://www.wikidata.org/entity/Q228972	Zum Hofe,http://www.wikidata.org/entity/Q253019,Point(7.32833 51.2364)
http://www.wikidata.org/entity/Q1584206	Happach,http://www.wikidata.org/entity/Q253019,Point(7.60361 50.8922)
http://www.wikidata.org/entity/Q27909670	Höhnchen,http://www.wikidata.org/entity/Q253019,
http://www.wikidata.org/entity/Q15855832	Zum Kothen,http://www.wikidata.org/entity/Q253019,Point(7.08280556 51.27044444)
http://www.wikidata.org/entity/Q15123661	Ossenbeck (Wuppertal),http://www.wikidata.org/entity/Q253019,Point(7.13286111 51.24136111)
http://www.wikidata.org/entity/Q1917739	Meigermühle,http://www.wikidata.org/entity/Q253019,Point(7.21402 50.8629)
http://www.wikidata.org/entity/Q19275539	Blume,http://www.wikidata.org/entity/Q253019,Point(7.24957 51.2027)
http://www.wikidata.org/entity/Q2220331	Sand,http://www.wikidata.org/entity/Q253019,Point(7.31312 50.7124)
http://www.wikidata.org/entity/Q1625558	Holzheim,http://www.wikidata.org/entity/Q253019,Point(6.69667 50.5678)
http://www.wikidata.org/entity/Q1715175	Jöllenbeck,http://www.wikidata.org/entity/Q253019,Point(8.516666666 52.1)
http://www.wikidata.org/entity/Q25158493	Höringhausen,http://www.wikidata.org/entity/Q253019,Point(8.337805 51.282348)
http://www.wikidata.org/entity/Q29960545	Wachteln,http://www.wikidata.org/entity/Q253019,
http://www.wikidata.org/entity/Q26254839	Abelsnaaf,http://www.wikidata.org/entity/Q253019,
http://www.wikidata.org/entity/Q26254867	Fischermühle,http://www.wikidata.org/entity/Q253019,
http://www.wikidata.org/entity/Q1826521	Lingenbach,http://www.wikidata.org/entity/Q253019,Point(7.345 51.0144)
http://www.wikidata.org/entity/Q19311452	Weißenberg,http://www.wikidata.org/entity/Q253019,Point(6.6747 51.2142)
http://www.wikidata.org/entity/Q1795449	Käsberg,http://www.wikidata.org/entity/Q253019,Point(7.33028 50.7611)
http://www.wikidata.org/entity/Q2238627	Schleckheim,http://www.wikidata.org/entity/Q253019,Point(6.155 50.72)
http://www.wikidata.org/entity/Q2259791	Schüreichhofen,http://www.wikidata.org/entity/Q253019,Point(7.44516 51.1959)
http://www.wikidata.org/entity/Q1238536	Dommermühle,http://www.wikidata.org/entity/Q253019,Point(7.524 51.06)
http://www.wikidata.org/entity/Q1487887	Nächstebreck-Ost,http://www.wikidata.org/entity/Q253019,Point(7.27389 51.3081)
http://www.wikidata.org/entity/Q18629479	Nordstadt,http://www.wikidata.org/entity/Q253019,
http://www.wikidata.org/entity/Q18629480	Nordstadt,http://www.wikidata.org/entity/Q253019,
http://www.wikidata.org/entity/Q55585995	Hasperbach,http://www.wikidata.org/entity/Q253019,Point(7.416944444 51.325555555)
http://www.wikidata.org/entity/Q181981	Lienen,http://www.wikidata.org/entity/Q262166,Point(7.973888888 52.146111111)
http://www.wikidata.org/entity/Q1588887	Herweg,http://www.wikidata.org/entity/Q253019,Point(7.34139 51.0981)
http://www.wikidata.org/entity/Q3886	Dorsten,"http://www.wikidata.org/entity/Q1548518, http://www.wikidata.org/entity/Q707813, http://www.wikidata.org/entity/Q42744322",Point(6.964166666 51.66)
http://www.wikidata.org/entity/Q1319388	Stülinghausen,http://www.wikidata.org/entity/Q253019,Point(7.55889 51.0706)
http://www.wikidata.org/entity/Q21343356	Hülsenanger,http://www.wikidata.org/entity/Q253019,Point(7.084072222 51.010172222)
http://www.wikidata.org/entity/Q15059600	Rädchen,http://www.wikidata.org/entity/Q253019,Point(7.19452778 51.21761111)
http://www.wikidata.org/entity/Q1352726	Gröblingen,http://www.wikidata.org/entity/Q253019,Point(8.00054 52.0)
http://www.wikidata.org/entity/Q1453792	Freialdenhoven,http://www.wikidata.org/entity/Q253019,Point(6.249722222 50.928611111)
http://www.wikidata.org/entity/Q1636155	Huisberden,http://www.wikidata.org/entity/Q253019,Point(6.231944444 51.79)
http://www.wikidata.org/entity/Q1475029	Graben,http://www.wikidata.org/entity/Q253019,Point(7.40333 51.08)
http://www.wikidata.org/entity/Q2498890	Unterschelmerath,http://www.wikidata.org/entity/Q253019,Point(7.36861 50.9711)
http://www.wikidata.org/entity/Q1157435	Dahle,http://www.wikidata.org/entity/Q253019,Point(7.75693 51.3001)
http://www.wikidata.org/entity/Q14917	Greven,"http://www.wikidata.org/entity/Q262166, http://www.wikidata.org/entity/Q54935786, http://www.wikidata.org/entity/Q42744322",Point(7.608333333 52.091666666)
http://www.wikidata.org/entity/Q1959122	Münster-Uppenberg,http://www.wikidata.org/entity/Q253019,Point(7.61194 51.9808)
http://www.wikidata.org/entity/Q1250666	Lichtendorf,http://www.wikidata.org/entity/Q253019,Point(7.59944 51.4775)
http://www.wikidata.org/entity/Q26265746	Flockertsholz,http://www.wikidata.org/entity/Q253019,
http://www.wikidata.org/entity/Q1351335	Langenbochum,http://www.wikidata.org/entity/Q253019,Point(7.11722 51.6131)
http://www.wikidata.org/entity/Q1404242	Oberkemmerich,http://www.wikidata.org/entity/Q253019,Point(7.41972 51.0761)
http://www.wikidata.org/entity/Q1293387	Oberbommert,http://www.wikidata.org/entity/Q253019,Point(7.50212 51.1497)
http://www.wikidata.org/entity/Q1441632	Klevenhof,"http://www.wikidata.org/entity/Q253019, http://www.wikidata.org/entity/Q350895",Point(7.03016 51.2247)
http://www.wikidata.org/entity/Q1428910	Nateln,http://www.wikidata.org/entity/Q253019,Point(8.0093 51.6375)
http://www.wikidata.org/entity/Q19819114	Bechhausen,http://www.wikidata.org/entity/Q253019,Point(7.10805559 51.11838913)
http://www.wikidata.org/entity/Q1311360	Görtscheid,http://www.wikidata.org/entity/Q253019,Point(7.06287 51.2266)
http://www.wikidata.org/entity/Q1450142	Schlechtingen,http://www.wikidata.org/entity/Q253019,Point(7.745555555 50.861388888)
http://www.wikidata.org/entity/Q20818800	Hoppersheide,http://www.wikidata.org/entity/Q253019,Point(7.074508 51.014802)
http://www.wikidata.org/entity/Q1568377	Hagen,http://www.wikidata.org/entity/Q253019,Point(7.2845 50.8368)
http://www.wikidata.org/entity/Q884410	Erle,http://www.wikidata.org/entity/Q253019,Point(7.0914 51.5592)
http://www.wikidata.org/entity/Q814659	Beienbach,http://www.wikidata.org/entity/Q253019,Point(8.14 50.8981)
http://www.wikidata.org/entity/Q14943	Havixbeck,http://www.wikidata.org/entity/Q262166,Point(7.41667 51.98333)
http://www.wikidata.org/entity/Q20737355	Schwarzbruch,http://www.wikidata.org/entity/Q253019,Point(7.8 50.966666666)
http://www.wikidata.org/entity/Q3167	Siegen,"http://www.wikidata.org/entity/Q262166, http://www.wikidata.org/entity/Q1549591, http://www.wikidata.org/entity/Q1548518, http://www.wikidata.org/entity/Q42744322",Point(8.016666666 50.875555555)
http://www.wikidata.org/entity/Q1489966	Heddinghoven,http://www.wikidata.org/entity/Q253019,Point(6.7625 50.8038)
http://www.wikidata.org/entity/Q19369357	Tannenbaum,http://www.wikidata.org/entity/Q253019,Point(7.35077778 51.14266667)
http://www.wikidata.org/entity/Q21039895	Im Aehlemaar,http://www.wikidata.org/entity/Q253019,Point(7.08594704 51.01455688)
http://www.wikidata.org/entity/Q200698	Glehn,http://www.wikidata.org/entity/Q253019,Point(6.59444 50.6033)
http://www.wikidata.org/entity/Q255416	Jüchen,http://www.wikidata.org/entity/Q262166,Point(6.5 51.1)
http://www.wikidata.org/entity/Q20791733	Siebenmorgen,http://www.wikidata.org/entity/Q253019,Point(7.116875 50.956574)
http://www.wikidata.org/entity/Q3791	Ratingen,"http://www.wikidata.org/entity/Q262166, http://www.wikidata.org/entity/Q1548518, http://www.wikidata.org/entity/Q707813, http://www.wikidata.org/entity/Q42744322",Point(6.85 51.3)
http://www.wikidata.org/entity/Q1957915	Möllendick,http://www.wikidata.org/entity/Q253019,Point(7.88556 51.0489)
http://www.wikidata.org/entity/Q15115164	Homert,http://www.wikidata.org/entity/Q253019,Point(7.647911 51.176175)
http://www.wikidata.org/entity/Q1525058	Ginnick,http://www.wikidata.org/entity/Q253019,Point(6.569166666 50.700277777)
http://www.wikidata.org/entity/Q2011145	Obersteinbach,http://www.wikidata.org/entity/Q253019,Point(7.34306 51.0453)
http://www.wikidata.org/entity/Q26833714	Röbbeck,http://www.wikidata.org/entity/Q253019,Point(7.071273611 51.349918055)
http://www.wikidata.org/entity/Q47022089	Kirchenkreis Gladbach-Neuss,http://www.wikidata.org/entity/Q897303,
http://www.wikidata.org/entity/Q2209031	Saalhoff,http://www.wikidata.org/entity/Q253019,Point(6.31 51.31)
http://www.wikidata.org/entity/Q1014705	Burg an der Wupper,http://www.wikidata.org/entity/Q253019,Point(7.15278 51.1376)
http://www.wikidata.org/entity/Q1401409	Feienberg,http://www.wikidata.org/entity/Q253019,Point(7.21247 50.8704)
http://www.wikidata.org/entity/Q181609	Lengerich,"http://www.wikidata.org/entity/Q262166, http://www.wikidata.org/entity/Q42744322",Point(7.866666666 52.175)
http://www.wikidata.org/entity/Q1403427	Huchem-Stammeln,http://www.wikidata.org/entity/Q253019,Point(6.4575 50.8547)
http://www.wikidata.org/entity/Q1915670	Meckhofen,http://www.wikidata.org/entity/Q253019,Point(7.08246 51.0487)
http://www.wikidata.org/entity/Q2289170	Singern,http://www.wikidata.org/entity/Q253019,Point(7.54306 51.0881)
http://www.wikidata.org/entity/Q2151315	Richterich,"http://www.wikidata.org/entity/Q2740635, http://www.wikidata.org/entity/Q253019, http://www.wikidata.org/entity/Q15284",Point(6.0625 50.808611111)
http://www.wikidata.org/entity/Q1743149	Kirchenkreis Hattingen-Witten,http://www.wikidata.org/entity/Q897303,
http://www.wikidata.org/entity/Q1743181	Kirchenkreis Unna,http://www.wikidata.org/entity/Q897303,
http://www.wikidata.org/entity/Q333253	Abstoß,http://www.wikidata.org/entity/Q253019,Point(7.36778 51.0683)
http://www.wikidata.org/entity/Q2016507	Ohlerath,http://www.wikidata.org/entity/Q253019,Point(6.853911111 50.465733333)
http://www.wikidata.org/entity/Q1739728	Kervenheim,http://www.wikidata.org/entity/Q253019,Point(6.2775 51.6319)
http://www.wikidata.org/entity/Q26835686	Bökenbusch,http://www.wikidata.org/entity/Q253019,Point(7.1033 51.3494)
http://www.wikidata.org/entity/Q1290287	Karken,"http://www.wikidata.org/entity/Q486972, http://www.wikidata.org/entity/Q253019",Point(6.073888888 51.103333333)
http://www.wikidata.org/entity/Q1312672	Hahnenfurth,http://www.wikidata.org/entity/Q253019,Point(7.04124 51.2488)
http://www.wikidata.org/entity/Q2557716	Wellerscheid,http://www.wikidata.org/entity/Q253019,Point(7.43917 50.9286)
http://www.wikidata.org/entity/Q12444	Königswinter,"http://www.wikidata.org/entity/Q262166, http://www.wikidata.org/entity/Q54935786, http://www.wikidata.org/entity/Q42744322",Point(7.183333333 50.683333333)
http://www.wikidata.org/entity/Q1796707	Köschbusch,http://www.wikidata.org/entity/Q253019,Point(7.35278 50.7039)
http://www.wikidata.org/entity/Q1368200	Espert,http://www.wikidata.org/entity/Q253019,Point(7.34306 51.1944)
http://www.wikidata.org/entity/Q2584967	Winterborn,http://www.wikidata.org/entity/Q253019,Point(7.58806 50.9133)
http://www.wikidata.org/entity/Q1787032	Kredenbach,http://www.wikidata.org/entity/Q253019,Point(8.04222 50.9628)
http://www.wikidata.org/entity/Q972997	Kloppwamms,http://www.wikidata.org/entity/Q253019,Point(7.16094 51.306)
http://www.wikidata.org/entity/Q1258686	Drevenack,http://www.wikidata.org/entity/Q253019,Point(6.74861 51.6611)
http://www.wikidata.org/entity/Q1946912	Moorsiedlung,http://www.wikidata.org/entity/Q253019,Point(7.82121 52.1042)
http://www.wikidata.org/entity/Q1710317	Theten,http://www.wikidata.org/entity/Q253019,Point(8.03139 51.1342)
http://www.wikidata.org/entity/Q1464738	Friesenrath,http://www.wikidata.org/entity/Q253019,Point(6.183611111 50.694444444)
http://www.wikidata.org/entity/Q1484617	Kehr,http://www.wikidata.org/entity/Q253019,Point(6.40806 50.3344)
http://www.wikidata.org/entity/Q1575410	Hanfmühle,http://www.wikidata.org/entity/Q253019,Point(7.34556 50.7089)
http://www.wikidata.org/entity/Q27479258	Broich,http://www.wikidata.org/entity/Q253019,
http://www.wikidata.org/entity/Q1805402	Langst-Kierst,http://www.wikidata.org/entity/Q253019,Point(6.71611 51.2978)
http://www.wikidata.org/entity/Q1625098	Holsen,http://www.wikidata.org/entity/Q253019,Point(8.51639 52.2072)
http://www.wikidata.org/entity/Q2541035	Wald,http://www.wikidata.org/entity/Q2983893,Point(7.04222 51.1817)
http://www.wikidata.org/entity/Q1883932	Magdheide,http://www.wikidata.org/entity/Q253019,Point(7.49817 51.2213)
http://www.wikidata.org/entity/Q835962	Kleinbüllesheim,http://www.wikidata.org/entity/Q253019,Point(6.824444444 50.674444444)
http://www.wikidata.org/entity/Q1740478	Mittelottersbach,http://www.wikidata.org/entity/Q253019,Point(7.47917 50.7981)
http://www.wikidata.org/entity/Q1626841	Saalhausen,http://www.wikidata.org/entity/Q253019,Point(8.16583 51.1175)
http://www.wikidata.org/entity/Q1958721	Müllensiepen,http://www.wikidata.org/entity/Q253019,Point(7.39306 51.1692)
http://www.wikidata.org/entity/Q1412529	Filde,http://www.wikidata.org/entity/Q253019,Point(7.39194 51.2433)
http://www.wikidata.org/entity/Q1747817	Spich,http://www.wikidata.org/entity/Q253019,Point(7.33 51.0328)
http://www.wikidata.org/entity/Q15108507	Börnchen,http://www.wikidata.org/entity/Q253019,Point(7.60277778 51.01)
http://www.wikidata.org/entity/Q1727203	Rondorf,http://www.wikidata.org/entity/Q15632166,Point(6.954722222 50.872777777)
http://www.wikidata.org/entity/Q1302337	Eickerschmitte,http://www.wikidata.org/entity/Q253019,Point(7.4475 51.1782)
http://www.wikidata.org/entity/Q1387816	Lahde,http://www.wikidata.org/entity/Q253019,Point(8.9925 52.37)
http://www.wikidata.org/entity/Q1808050	Laurensberg,"http://www.wikidata.org/entity/Q4286337, http://www.wikidata.org/entity/Q2983893, http://www.wikidata.org/entity/Q15284",Point(6.062777777 50.797222222)
http://www.wikidata.org/entity/Q27667941	Neuenhaus,http://www.wikidata.org/entity/Q253019,
http://www.wikidata.org/entity/Q1301960	Eichholz (Eckenhagen),http://www.wikidata.org/entity/Q253019,Point(7.72833 50.9267)
http://www.wikidata.org/entity/Q1683028	Vorderwurth,http://www.wikidata.org/entity/Q253019,Point(7.44833 51.1456)
http://www.wikidata.org/entity/Q2234363	Schieder,http://www.wikidata.org/entity/Q253019,Point(9.15 51.9167)
http://www.wikidata.org/entity/Q874918	Hesselbach,http://www.wikidata.org/entity/Q253019,Point(8.37222 50.8853)
http://www.wikidata.org/entity/Q2009671	Obergaul,http://www.wikidata.org/entity/Q253019,Point(7.47028 51.0958)
http://www.wikidata.org/entity/Q1558904	Algert,http://www.wikidata.org/entity/Q253019,Point(7.26001 50.8403)
http://www.wikidata.org/entity/Q907110	Brelen,http://www.wikidata.org/entity/Q253019,Point(7.80333 51.4069)
http://www.wikidata.org/entity/Q17539721	Dünnhof,http://www.wikidata.org/entity/Q253019,Point(7.116846 50.982601)
http://www.wikidata.org/entity/Q11064	Erwitte,"http://www.wikidata.org/entity/Q262166, http://www.wikidata.org/entity/Q42744322",Point(8.349722222 51.616666666)
http://www.wikidata.org/entity/Q15114889	Hixter,http://www.wikidata.org/entity/Q253019,Point(7.0885 51.27291667)
http://www.wikidata.org/entity/Q319138	Wullen,http://www.wikidata.org/entity/Q253019,Point(7.35925 51.456583)
http://www.wikidata.org/entity/Q2534487	Vorst,http://www.wikidata.org/entity/Q253019,Point(6.58073 51.2135)
http://www.wikidata.org/entity/Q1795902	Kölschejan,http://www.wikidata.org/entity/Q253019,Point(7.19372 51.244)
http://www.wikidata.org/entity/Q1470000	Marienberghausen,http://www.wikidata.org/entity/Q253019,Point(7.495 50.9197)
http://www.wikidata.org/entity/Q28823621	Werrich/Perrich,http://www.wikidata.org/entity/Q253019,Point(6.546111111 51.652778055)
http://www.wikidata.org/entity/Q2247948	Schneppenhurth,http://www.wikidata.org/entity/Q253019,Point(7.69139 50.9178)
http://www.wikidata.org/entity/Q1609984	Heringhausen,http://www.wikidata.org/entity/Q253019,Point(8.40694 51.3333)
http://www.wikidata.org/entity/Q10912	Wenden,http://www.wikidata.org/entity/Q262166,Point(7.86667 50.96667)
http://www.wikidata.org/entity/Q19297284	Niederwinterhagen,http://www.wikidata.org/entity/Q253019,Point(7.3011 51.1484)
http://www.wikidata.org/entity/Q819784	Berghäuschen,http://www.wikidata.org/entity/Q253019,Point(7.41556 51.0692)
http://www.wikidata.org/entity/Q2165911	Ronheider Rampe,http://www.wikidata.org/entity/Q2983893,Point(6.07667 50.7547)
http://www.wikidata.org/entity/Q1157424	Dahl,http://www.wikidata.org/entity/Q253019,Point(7.1967 51.2883)
http://www.wikidata.org/entity/Q1789843	Kronenberg,http://www.wikidata.org/entity/Q253019,Point(7.365 51.2339)
http://www.wikidata.org/entity/Q1271987	Dürboslar,http://www.wikidata.org/entity/Q253019,Point(6.253888888 50.905)
http://www.wikidata.org/entity/Q56008513	Hehler,http://www.wikidata.org/entity/Q253019,Point(6.310222222 51.202611111)
http://www.wikidata.org/entity/Q1686902	Jennecken,http://www.wikidata.org/entity/Q253019,Point(7.4875 50.9461)
